Ideconomico;FechaPrestamo;EdadPrestamo;MontoPrestado;Cuotas;;;;
4917;26/07/2019 0:00;22;226;4;;;;
4918;24/07/2018 0:00;51;507;4;;;;
4919;24/07/2020 0:00;24;339;4;;;;
4920;26/07/2019 0:00;21;178;4;;;;
4921;26/11/2019 0:00;43;500;4;;;;
4922;24/07/2020 0:00;55;331;4;;;;
4923;26/11/2019 0:00;35;330;4;;;;
4924;14/07/2011 0:00;54;352;4;;;;
4925;14/07/2011 0:00;50;330;4;;;;
4926;20/10/2010 0:00;39;333;4;;;;
4927;14/07/2011 0:00;37;426;4;;;;
4928;14/07/2011 0:00;65;472;4;;;;
4929;14/07/2011 0:00;28;310;4;;;;
4930;14/07/2011 0:00;49;409;4;;;;
4931;14/07/2011 0:00;62;564;4;;;;
4932;14/07/2011 0:00;34;483;4;;;;
4933;14/07/2011 0:00;35;287;4;;;;
4934;14/07/2011 0:00;34;229;4;;;;
4935;14/07/2011 0:00;45;153;4;;;;
4936;14/07/2011 0:00;21;281;4;;;;
4937;14/07/2011 0:00;25;395;4;;;;
4938;14/07/2011 0:00;25;430;4;;;;
4939;14/07/2011 0:00;23;356;4;;;;
4940;29/08/2013 0:00;37;279;4;;;;
4941;06/01/2011 0:00;35;183;4;;;;
4942;29/08/2013 0:00;48;240;4;;;;
4943;06/01/2011 0:00;38;444;4;;;;
4944;20/12/2012 0:00;40;214;4;;;;
4945;20/04/2012 0:00;33;267;4;;;;
4946;29/08/2013 0:00;33;413;4;;;;
4947;29/08/2013 0:00;46;424;4;;;;
4948;06/01/2011 0:00;42;304;4;;;;
4949;20/12/2012 0:00;37;190;4;;;;
4950;25/04/2013 0:00;51;218;4;;;;
4951;06/09/2011 0:00;51;577;4;;;;
4952;20/12/2011 0:00;26;213;4;;;;
4953;20/04/2012 0:00;27;216;4;;;;
4954;29/08/2013 0:00;52;341;4;;;;
4955;23/08/2012 0:00;23;269;4;;;;
4956;29/08/2013 0:00;21;429;4;;;;
4957;29/08/2013 0:00;59;295;4;;;;
4958;29/08/2013 0:00;20;357;4;;;;
4959;29/08/2013 0:00;20;383;4;;;;
4960;29/08/2013 0:00;46;449;4;;;;
4961;23/08/2012 0:00;32;279;4;;;;
4962;29/08/2013 0:00;40;325;4;;;;
4963;29/08/2013 0:00;51;262;4;;;;
4964;25/04/2013 0:00;47;533;4;;;;
4965;29/08/2013 0:00;52;406;4;;;;
4966;29/08/2013 0:00;26;298;4;;;;
4967;29/08/2013 0:00;45;213;4;;;;
4968;29/08/2013 0:00;31;375;4;;;;
4969;29/08/2013 0:00;40;333;4;;;;
4970;07/03/2011 0:00;55;371;4;;;;
4971;13/09/2013 0:00;28;298;4;;;;
4972;13/09/2013 0:00;45;230;4;;;;
4973;22/03/2013 0:00;49;507;4;;;;
4974;08/03/2012 0:00;58;275;4;;;;
4975;22/03/2013 0:00;49;204;4;;;;
4976;08/03/2012 0:00;77;386;4;;;;
4977;22/03/2013 0:00;39;233;4;;;;
4978;07/03/2011 0:00;19;279;4;;;;
4979;08/03/2012 0:00;59;334;4;;;;
4980;11/11/2011 0:00;19;260;4;;;;
4981;22/03/2013 0:00;37;568;4;;;;
4982;22/03/2013 0:00;74;431;4;;;;
4983;21/11/2012 0:00;29;178;4;;;;
4984;13/09/2013 0:00;30;295;4;;;;
4985;22/03/2013 0:00;58;390;4;;;;
4986;08/03/2012 0:00;66;411;4;;;;
4987;11/11/2011 0:00;26;334;4;;;;
4988;08/03/2012 0:00;28;503;4;;;;
4989;11/11/2011 0:00;26;393;4;;;;
4990;22/03/2013 0:00;34;548;4;;;;
4991;27/07/2012 0:00;35;364;4;;;;
4992;13/09/2013 0:00;41;472;4;;;;
4993;13/09/2013 0:00;40;380;4;;;;
4994;13/09/2013 0:00;21;222;4;;;;
4995;13/09/2013 0:00;34;239;4;;;;
4996;12/10/2012 0:00;52;413;4;;;;
4997;06/01/2012 0:00;36;345;4;;;;
4998;12/10/2012 0:00;28;396;4;;;;
4999;12/10/2012 0:00;51;283;4;;;;
5000;12/10/2012 0:00;46;500;4;;;;
5001;12/10/2012 0:00;27;276;4;;;;
5002;12/10/2012 0:00;36;302;4;;;;
5003;28/04/2011 0:00;39;565;4;;;;
5004;12/10/2012 0:00;22;471;4;;;;
5005;12/10/2012 0:00;38;399;4;;;;
5006;28/04/2011 0:00;43;411;4;;;;
5007;12/10/2012 0:00;42;285;4;;;;
5008;12/10/2012 0:00;41;392;4;;;;
5009;12/10/2012 0:00;46;531;4;;;;
5010;12/10/2012 0:00;41;422;4;;;;
5011;12/10/2012 0:00;40;363;4;;;;
5012;12/10/2012 0:00;53;348;4;;;;
5013;12/10/2012 0:00;48;384;4;;;;
5014;12/10/2012 0:00;46;277;4;;;;
5015;12/10/2012 0:00;57;214;4;;;;
5016;12/10/2012 0:00;27;198;4;;;;
5017;12/10/2012 0:00;34;287;4;;;;
5018;12/10/2012 0:00;58;189;4;;;;
5019;17/05/2012 0:00;34;283;4;;;;
5020;12/10/2012 0:00;25;325;4;;;;
5021;12/10/2012 0:00;33;326;4;;;;
5022;14/03/2012 0:00;36;478;4;;;;
5023;14/03/2012 0:00;47;451;4;;;;
5024;14/03/2012 0:00;19;367;4;;;;
5025;14/03/2012 0:00;40;388;4;;;;
5026;11/10/2011 0:00;26;343;4;;;;
5027;11/10/2011 0:00;24;434;4;;;;
5028;14/03/2012 0:00;37;523;4;;;;
5029;14/03/2012 0:00;65;290;4;;;;
5030;14/03/2012 0:00;27;290;4;;;;
5031;11/10/2011 0:00;59;283;4;;;;
5032;14/03/2012 0:00;40;350;4;;;;
5033;14/03/2012 0:00;18;270;4;;;;
5034;14/03/2012 0:00;48;252;4;;;;
5035;14/03/2012 0:00;39;489;4;;;;
5036;26/07/2011 0:00;22;223;4;;;;
5037;26/07/2011 0:00;40;550;4;;;;
5038;26/07/2011 0:00;30;211;4;;;;
5039;26/07/2011 0:00;32;517;4;;;;
5040;26/07/2011 0:00;48;416;4;;;;
5041;26/07/2011 0:00;39;433;4;;;;
5042;26/07/2011 0:00;18;343;4;;;;
5043;26/07/2011 0:00;43;497;4;;;;
5044;26/07/2011 0:00;33;389;4;;;;
5045;26/07/2011 0:00;38;428;4;;;;
5046;26/07/2011 0:00;19;255;4;;;;
5047;23/12/2014 0:00;36;364;4;;;;
5048;15/01/2020 0:00;38;933;4;;;;
5049;23/05/2023 0:00;78;761;4;;;;
5050;07/12/2012 0:00;32;561;4;;;;
5051;23/05/2023 0:00;55;762;4;;;;
5052;31/08/2015 0:00;28;962;4;;;;
5053;08/08/2018 0:00;36;425;4;;;;
5054;15/09/2011 0:00;28;435;4;;;;
5055;23/05/2023 0:00;58;211;4;;;;
5056;23/05/2023 0:00;48;289;4;;;;
5057;10/04/2013 0:00;57;266;4;;;;
5058;23/05/2023 0:00;36;446;4;;;;
5059;10/04/2013 0:00;43;475;4;;;;
5060;30/07/2012 0:00;34;334;4;;;;
5061;27/09/2017 0:00;37;555;4;;;;
5062;23/12/2013 0:00;35;450;4;;;;
5063;23/05/2023 0:00;37;313;4;;;;
5064;07/12/2012 0:00;22;325;4;;;;
5065;15/01/2020 0:00;45;320;4;;;;
5066;23/05/2023 0:00;66;337;4;;;;
5067;30/12/2015 0:00;36;272;4;;;;
5068;23/05/2023 0:00;28;359;4;;;;
5069;23/12/2013 0:00;38;540;4;;;;
5070;23/05/2023 0:00;35;221;4;;;;
5071;23/05/2023 0:00;55;317;4;;;;
5072;23/05/2023 0:00;25;212;4;;;;
5073;23/05/2023 0:00;28;376;4;;;;
5074;23/05/2023 0:00;32;338;4;;;;
5075;18/01/2023 0:00;22;436;4;;;;
5076;14/09/2022 0:00;19;382;4;;;;
5077;23/05/2023 0:00;22;256;4;;;;
5078;11/01/2022 0:00;19;225;4;;;;
5079;23/05/2023 0:00;22;262;4;;;;
5080;23/05/2023 0:00;52;357;4;;;;
5081;23/05/2023 0:00;32;544;4;;;;
5082;23/05/2023 0:00;27;293;4;;;;
5083;18/01/2023 0:00;38;486;4;;;;
5084;23/05/2023 0:00;21;226;4;;;;
5085;23/05/2023 0:00;41;325;4;;;;
5086;16/07/2015 0:00;66;429;4;;;;
5087;26/02/2015 0:00;59;570;4;;;;
5088;16/07/2015 0:00;75;495;4;;;;
5089;16/07/2015 0:00;44;237;4;;;;
5090;16/07/2015 0:00;68;382;4;;;;
5091;16/07/2015 0:00;48;504;4;;;;
5092;14/10/2011 0:00;46;314;4;;;;
5093;13/12/2013 0:00;51;300;4;;;;
5094;19/03/2013 0:00;44;580;4;;;;
5095;19/03/2013 0:00;40;492;4;;;;
5096;16/07/2015 0:00;53;533;4;;;;
5097;16/07/2015 0:00;52;347;4;;;;
5098;13/12/2013 0:00;24;494;4;;;;
5099;02/08/2013 0:00;45;425;4;;;;
5100;13/12/2013 0:00;25;423;4;;;;
5101;16/07/2015 0:00;41;208;4;;;;
5102;26/05/2014 0:00;37;467;4;;;;
5103;16/07/2015 0:00;40;298;4;;;;
5104;02/08/2013 0:00;46;420;4;;;;
5105;16/07/2015 0:00;30;423;4;;;;
5106;30/09/2014 0:00;48;371;4;;;;
5107;16/07/2015 0:00;22;379;4;;;;
5108;20/03/2012 0:00;62;341;4;;;;
5109;12/04/2013 0:00;48;313;4;;;;
5110;12/04/2013 0:00;46;292;4;;;;
5111;18/11/2011 0:00;55;421;4;;;;
5112;12/04/2013 0:00;66;254;4;;;;
5113;12/04/2013 0:00;50;480;4;;;;
5114;12/04/2013 0:00;29;519;4;;;;
5115;20/03/2012 0:00;50;215;4;;;;
5116;12/04/2013 0:00;84;392;4;;;;
5117;12/04/2013 0:00;38;456;4;;;;
5118;26/07/2012 0:00;27;350;4;;;;
5119;26/07/2012 0:00;30;491;4;;;;
5120;12/04/2013 0:00;30;321;4;;;;
5121;12/04/2013 0:00;30;334;4;;;;
5122;12/04/2013 0:00;34;372;4;;;;
5123;12/04/2013 0:00;34;433;4;;;;
5124;12/04/2013 0:00;36;228;4;;;;
5125;12/04/2013 0:00;18;294;4;;;;
5126;29/11/2012 0:00;32;243;4;;;;
5127;12/04/2013 0:00;66;296;4;;;;
5128;29/11/2012 0:00;24;212;4;;;;
5129;12/04/2013 0:00;36;279;4;;;;
5130;10/08/2012 0:00;46;436;4;;;;
5131;10/08/2012 0:00;20;335;4;;;;
5132;10/08/2012 0:00;36;348;4;;;;
5133;10/08/2012 0:00;55;560;4;;;;
5134;28/11/2011 0:00;33;187;4;;;;
5135;10/08/2012 0:00;21;380;4;;;;
5136;10/08/2012 0:00;48;440;4;;;;
5137;10/08/2012 0:00;44;332;4;;;;
5138;10/08/2012 0:00;28;318;4;;;;
5139;10/08/2012 0:00;18;549;4;;;;
5140;10/08/2012 0:00;42;237;4;;;;
5141;10/08/2012 0:00;20;249;4;;;;
5142;23/12/2011 0:00;52;486;4;;;;
5143;23/12/2011 0:00;44;458;4;;;;
5144;23/12/2011 0:00;27;318;4;;;;
5145;23/12/2011 0:00;34;285;4;;;;
5146;23/12/2011 0:00;27;400;4;;;;
5147;23/12/2011 0:00;33;515;4;;;;
5148;23/12/2011 0:00;19;224;4;;;;
5149;26/07/2013 0:00;22;342;4;;;;
5150;26/07/2013 0:00;32;585;4;;;;
5151;26/07/2013 0:00;43;259;4;;;;
5152;25/02/2013 0:00;31;314;4;;;;
5153;25/02/2013 0:00;43;294;4;;;;
5154;25/02/2013 0:00;29;396;4;;;;
5155;25/02/2013 0:00;31;360;4;;;;
5156;11/01/2012 0:00;22;268;4;;;;
5157;26/07/2013 0:00;45;520;4;;;;
5158;26/07/2013 0:00;36;304;4;;;;
5159;26/07/2013 0:00;34;489;4;;;;
5160;26/07/2013 0:00;19;288;4;;;;
5161;26/07/2013 0:00;18;343;4;;;;
5162;26/07/2013 0:00;37;333;4;;;;
5163;26/07/2013 0:00;25;372;4;;;;
5164;26/07/2013 0:00;18;311;4;;;;
5165;26/07/2013 0:00;27;399;4;;;;
5166;26/07/2013 0:00;31;577;4;;;;
5167;06/12/2018 0:00;52;218;4;;;;
5168;06/12/2018 0:00;50;383;4;;;;
5169;06/12/2018 0:00;48;294;4;;;;
5170;27/11/2012 0:00;39;238;4;;;;
5171;31/10/2017 0:00;51;510;4;;;;
5172;13/07/2018 0:00;61;235;4;;;;
5173;23/08/2013 0:00;50;311;4;;;;
5174;27/11/2012 0:00;47;279;4;;;;
5175;06/12/2018 0:00;53;292;4;;;;
5176;23/08/2013 0:00;33;491;4;;;;
5177;23/08/2013 0:00;42;423;4;;;;
5178;03/04/2013 0:00;43;509;4;;;;
5179;31/10/2017 0:00;48;449;4;;;;
5180;26/12/2013 0:00;29;400;4;;;;
5181;31/10/2017 0:00;42;420;4;;;;
5182;31/10/2017 0:00;52;150;4;;;;
5183;03/04/2013 0:00;57;393;4;;;;
5184;03/04/2013 0:00;24;481;4;;;;
5185;03/04/2013 0:00;18;225;4;;;;
5186;06/12/2018 0:00;54;357;4;;;;
5187;03/04/2013 0:00;35;419;4;;;;
5188;26/12/2013 0:00;19;551;4;;;;
5189;23/08/2013 0:00;41;512;4;;;;
5190;13/07/2018 0:00;28;221;4;;;;
5191;24/06/2015 0:00;26;432;4;;;;
5192;06/03/2018 0:00;56;425;4;;;;
5193;28/06/2017 0:00;33;248;4;;;;
5194;24/06/2015 0:00;23;264;4;;;;
5195;31/10/2017 0:00;38;506;4;;;;
5196;10/09/2014 0:00;23;210;4;;;;
5197;13/07/2018 0:00;55;501;4;;;;
5198;13/07/2018 0:00;50;409;4;;;;
5199;06/12/2018 0:00;33;430;4;;;;
5200;13/07/2018 0:00;59;336;4;;;;
5201;06/12/2018 0:00;50;486;4;;;;
5202;13/07/2018 0:00;31;288;4;;;;
5203;28/10/2016 0:00;53;349;4;;;;
5204;06/03/2018 0:00;33;436;4;;;;
5205;28/06/2017 0:00;28;210;4;;;;
5206;28/02/2017 0:00;45;611;4;;;;
5207;06/12/2018 0:00;22;390;4;;;;
5208;13/07/2018 0:00;31;493;4;;;;
5209;28/06/2016 0:00;54;195;4;;;;
5210;28/02/2017 0:00;53;293;4;;;;
5211;06/12/2018 0:00;23;396;4;;;;
5212;28/10/2016 0:00;44;354;4;;;;
5213;28/02/2017 0:00;35;394;4;;;;
5214;28/06/2017 0:00;19;365;4;;;;
5215;31/10/2017 0:00;50;327;4;;;;
5216;31/10/2017 0:00;35;184;4;;;;
5217;13/07/2018 0:00;24;560;4;;;;
5218;06/12/2018 0:00;69;339;4;;;;
5219;31/10/2017 0:00;25;286;4;;;;
5220;31/10/2017 0:00;19;224;4;;;;
5221;06/03/2018 0:00;46;254;4;;;;
5222;06/12/2018 0:00;72;486;4;;;;
5223;13/07/2018 0:00;29;352;4;;;;
5224;13/07/2018 0:00;49;208;4;;;;
5225;06/12/2018 0:00;42;334;4;;;;
5226;13/07/2018 0:00;31;181;4;;;;
5227;06/12/2018 0:00;27;342;4;;;;
5228;13/07/2018 0:00;38;226;4;;;;
5229;13/07/2018 0:00;47;435;4;;;;
5230;13/07/2018 0:00;53;524;4;;;;
5231;06/12/2018 0:00;20;169;4;;;;
5232;06/12/2018 0:00;25;249;4;;;;
5233;13/07/2018 0:00;41;438;4;;;;
5234;06/12/2018 0:00;64;274;4;;;;
5235;06/12/2018 0:00;52;304;4;;;;
5236;13/07/2018 0:00;47;516;4;;;;
5237;13/07/2018 0:00;24;206;4;;;;
5238;06/12/2018 0:00;61;412;4;;;;
5239;06/12/2018 0:00;23;329;4;;;;
5240;26/09/2012 0:00;51;243;4;;;;
5241;26/09/2012 0:00;47;211;4;;;;
5242;26/09/2012 0:00;63;507;4;;;;
5243;26/09/2012 0:00;46;457;4;;;;
5244;26/09/2012 0:00;52;223;4;;;;
5245;29/03/2012 0:00;19;198;4;;;;
5246;29/03/2012 0:00;19;412;4;;;;
5247;29/03/2012 0:00;18;455;4;;;;
5248;26/09/2012 0:00;55;375;4;;;;
5249;26/09/2012 0:00;52;438;4;;;;
5250;26/09/2012 0:00;42;302;4;;;;
5251;26/09/2012 0:00;42;387;4;;;;
5252;25/10/2012 0:00;31;235;4;;;;
5253;25/10/2012 0:00;51;236;4;;;;
5254;25/10/2012 0:00;38;336;4;;;;
5255;25/10/2012 0:00;50;296;4;;;;
5256;25/10/2012 0:00;70;205;4;;;;
5257;25/10/2012 0:00;21;557;4;;;;
5258;25/10/2012 0:00;31;267;4;;;;
5259;25/10/2012 0:00;23;392;4;;;;
5260;25/10/2012 0:00;47;304;4;;;;
5261;21/03/2013 0:00;45;223;4;;;;
5262;21/03/2013 0:00;29;370;4;;;;
5263;31/10/2012 0:00;31;283;4;;;;
5264;21/03/2013 0:00;45;335;4;;;;
5265;21/03/2013 0:00;42;442;4;;;;
5266;28/06/2012 0:00;22;350;4;;;;
5267;21/03/2013 0:00;54;388;4;;;;
5268;21/03/2013 0:00;22;213;4;;;;
5269;21/03/2013 0:00;45;228;4;;;;
5270;31/10/2012 0:00;31;552;4;;;;
5271;18/03/2014 0:00;48;255;4;;;;
5272;12/09/2013 0:00;34;314;4;;;;
5273;23/07/2012 0:00;26;450;4;;;;
5274;18/03/2014 0:00;49;556;4;;;;
5275;18/04/2013 0:00;19;402;4;;;;
5276;18/03/2014 0:00;53;601;4;;;;
5277;18/03/2014 0:00;45;206;4;;;;
5278;29/11/2012 0:00;39;387;4;;;;
5279;18/03/2014 0:00;38;553;4;;;;
5280;12/09/2013 0:00;43;247;4;;;;
5281;18/03/2014 0:00;39;473;4;;;;
5282;18/03/2014 0:00;68;389;4;;;;
5283;18/03/2014 0:00;47;526;4;;;;
5284;18/03/2014 0:00;36;232;4;;;;
5285;07/01/2015 0:00;45;339;4;;;;
5286;18/05/2015 0:00;47;433;4;;;;
5287;14/03/2014 0:00;29;236;4;;;;
5288;17/04/2023 0:00;62;498;4;;;;
5289;17/04/2023 0:00;42;202;4;;;;
5290;07/01/2015 0:00;32;344;4;;;;
5291;14/08/2013 0:00;41;410;4;;;;
5292;17/11/2020 0:00;71;213;4;;;;
5293;14/03/2014 0:00;46;396;4;;;;
5294;14/03/2014 0:00;35;313;4;;;;
5295;17/04/2023 0:00;47;419;4;;;;
5296;07/01/2015 0:00;29;491;4;;;;
5297;21/12/2019 0:00;43;560;4;;;;
5298;02/04/2018 0:00;26;245;4;;;;
5299;18/05/2015 0:00;35;394;4;;;;
5300;18/05/2015 0:00;55;187;4;;;;
5301;25/09/2015 0:00;20;389;4;;;;
5302;30/09/2016 0:00;38;440;4;;;;
5303;02/04/2018 0:00;63;304;4;;;;
5304;28/01/2016 0:00;23;570;4;;;;
5305;28/01/2016 0:00;28;348;4;;;;
5306;21/08/2019 0:00;39;279;4;;;;
5307;21/12/2019 0:00;25;328;4;;;;
5308;16/04/2019 0:00;43;179;4;;;;
5309;16/04/2019 0:00;45;422;4;;;;
5310;07/08/2018 0:00;21;517;4;;;;
5311;12/12/2018 0:00;42;205;4;;;;
5312;21/12/2019 0:00;26;369;4;;;;
5313;12/12/2018 0:00;25;335;4;;;;
5314;21/12/2019 0:00;28;436;4;;;;
5315;16/04/2019 0:00;23;383;4;;;;
5316;17/04/2023 0:00;31;309;4;;;;
5317;21/08/2019 0:00;21;471;4;;;;
5318;21/12/2019 0:00;24;294;4;;;;
5319;17/04/2023 0:00;40;404;4;;;;
5320;17/04/2023 0:00;48;428;4;;;;
5321;24/03/2022 0:00;53;605;4;;;;
5322;17/04/2023 0:00;26;382;4;;;;
5323;17/04/2023 0:00;24;460;4;;;;
5324;17/04/2023 0:00;21;476;4;;;;
5325;29/08/2013 0:00;35;223;4;;;;
5326;29/08/2013 0:00;33;225;4;;;;
5327;29/08/2013 0:00;30;291;4;;;;
5328;29/08/2013 0:00;39;414;4;;;;
5329;29/08/2013 0:00;24;462;4;;;;
5330;29/08/2013 0:00;21;356;4;;;;
5331;29/08/2013 0:00;25;204;4;;;;
5332;29/08/2013 0:00;31;453;4;;;;
5333;29/08/2013 0:00;30;549;4;;;;
5334;19/12/2012 0:00;34;438;4;;;;
5335;29/08/2013 0:00;41;446;4;;;;
5336;29/08/2013 0:00;35;414;4;;;;
5337;23/04/2013 0:00;38;438;4;;;;
5338;17/01/2013 0:00;39;288;4;;;;
5339;13/11/2014 0:00;31;239;4;;;;
5340;30/03/2015 0:00;37;159;4;;;;
5341;12/09/2012 0:00;58;528;4;;;;
5342;25/10/2013 0:00;59;267;4;;;;
5343;06/06/2013 0:00;38;392;4;;;;
5344;25/10/2013 0:00;37;380;4;;;;
5345;25/10/2013 0:00;39;270;4;;;;
5346;25/10/2013 0:00;28;253;4;;;;
5347;06/06/2013 0:00;31;442;4;;;;
5348;30/03/2015 0:00;20;526;4;;;;
5349;25/10/2013 0:00;36;520;4;;;;
5350;25/10/2013 0:00;59;464;4;;;;
5351;25/10/2013 0:00;49;405;4;;;;
5352;25/10/2013 0:00;58;450;4;;;;
5353;13/11/2014 0:00;32;556;4;;;;
5354;30/03/2015 0:00;33;357;4;;;;
5355;30/03/2015 0:00;33;387;4;;;;
5356;30/03/2015 0:00;18;255;4;;;;
5357;30/03/2015 0:00;30;265;4;;;;
5358;30/03/2015 0:00;34;528;4;;;;
5359;27/09/2012 0:00;57;470;4;;;;
5360;27/09/2012 0:00;51;472;4;;;;
5361;27/09/2012 0:00;21;598;4;;;;
5362;27/09/2012 0:00;21;355;4;;;;
5363;27/09/2012 0:00;29;307;4;;;;
5364;27/09/2012 0:00;56;180;4;;;;
5365;27/09/2012 0:00;27;399;4;;;;
5366;22/10/2013 0:00;48;252;4;;;;
5367;22/10/2013 0:00;54;229;4;;;;
5368;22/10/2013 0:00;37;261;4;;;;
5369;18/06/2013 0:00;45;374;4;;;;
5370;18/06/2013 0:00;33;503;4;;;;
5371;22/10/2013 0:00;30;298;4;;;;
5372;11/10/2012 0:00;39;393;4;;;;
5373;22/10/2013 0:00;56;253;4;;;;
5374;22/10/2013 0:00;20;361;4;;;;
5375;18/06/2013 0:00;33;198;4;;;;
5376;22/10/2013 0:00;23;268;4;;;;
5377;22/10/2013 0:00;40;220;4;;;;
5378;22/10/2013 0:00;40;335;4;;;;
5379;22/10/2013 0:00;22;361;4;;;;
5380;07/02/2017 0:00;65;508;4;;;;
5381;07/02/2017 0:00;51;302;4;;;;
5382;31/03/2015 0:00;60;510;4;;;;
5383;19/11/2014 0:00;45;393;4;;;;
5384;07/02/2017 0:00;40;183;4;;;;
5385;31/03/2015 0:00;51;442;4;;;;
5386;19/11/2014 0:00;25;243;4;;;;
5387;12/05/2016 0:00;71;365;4;;;;
5388;31/10/2013 0:00;21;274;4;;;;
5389;07/02/2017 0:00;42;473;4;;;;
5390;31/03/2015 0:00;23;180;4;;;;
5391;07/02/2017 0:00;21;396;4;;;;
5392;02/09/2015 0:00;27;565;4;;;;
5393;07/02/2017 0:00;22;494;4;;;;
5394;07/02/2017 0:00;21;218;4;;;;
5395;31/10/2012 0:00;37;280;4;;;;
5396;31/10/2012 0:00;32;308;4;;;;
5397;31/10/2012 0:00;18;411;4;;;;
5398;31/10/2012 0:00;49;547;4;;;;
5399;31/10/2012 0:00;45;214;4;;;;
5400;31/10/2012 0:00;24;245;4;;;;
5401;31/10/2012 0:00;44;237;4;;;;
5402;09/11/2012 0:00;31;415;4;;;;
5403;09/11/2012 0:00;52;307;4;;;;
5404;09/11/2012 0:00;27;432;4;;;;
5405;09/11/2012 0:00;27;187;4;;;;
5406;09/11/2012 0:00;42;503;4;;;;
5407;09/11/2012 0:00;76;381;4;;;;
5408;09/11/2012 0:00;33;420;4;;;;
5409;09/11/2012 0:00;51;530;4;;;;
5410;17/07/2013 0:00;45;253;4;;;;
5411;09/11/2012 0:00;21;360;4;;;;
5412;09/11/2012 0:00;29;224;4;;;;
5413;17/07/2013 0:00;50;424;4;;;;
5414;17/07/2013 0:00;20;578;4;;;;
5415;17/07/2013 0:00;19;407;4;;;;
5416;14/03/2013 0:00;23;312;4;;;;
5417;17/07/2013 0:00;44;285;4;;;;
5418;14/03/2013 0:00;25;279;4;;;;
5419;17/07/2013 0:00;35;254;4;;;;
5420;17/07/2013 0:00;19;440;4;;;;
5421;17/07/2013 0:00;18;251;4;;;;
5422;17/07/2013 0:00;24;198;4;;;;
5423;28/11/2012 0:00;41;325;4;;;;
5424;28/11/2012 0:00;68;424;4;;;;
5425;28/11/2012 0:00;27;375;4;;;;
5426;28/11/2012 0:00;29;263;4;;;;
5427;28/11/2012 0:00;63;346;4;;;;
5428;28/11/2012 0:00;18;441;4;;;;
5429;28/11/2012 0:00;32;292;4;;;;
5430;28/11/2012 0:00;44;430;4;;;;
5431;20/12/2012 0:00;29;306;4;;;;
5432;27/11/2013 0:00;26;269;4;;;;
5433;20/12/2012 0:00;21;520;4;;;;
5434;20/12/2012 0:00;27;180;4;;;;
5435;30/04/2013 0:00;39;388;4;;;;
5436;27/11/2013 0:00;20;255;4;;;;
5437;30/04/2013 0:00;41;239;4;;;;
5438;30/04/2013 0:00;39;200;4;;;;
5439;20/12/2012 0:00;46;281;4;;;;
5440;27/11/2013 0:00;45;338;4;;;;
5441;27/11/2013 0:00;45;308;4;;;;
5442;27/11/2013 0:00;27;419;4;;;;
5443;27/11/2013 0:00;20;240;4;;;;
5444;27/11/2013 0:00;44;235;4;;;;
5445;30/04/2013 0:00;59;324;4;;;;
5446;27/11/2013 0:00;67;308;4;;;;
5447;27/11/2013 0:00;22;437;4;;;;
5448;27/11/2013 0:00;67;318;4;;;;
5449;27/11/2013 0:00;47;302;4;;;;
5450;27/11/2013 0:00;43;219;4;;;;
5451;26/04/2013 0:00;38;269;4;;;;
5452;26/04/2013 0:00;32;493;4;;;;
5453;29/10/2015 0:00;31;303;4;;;;
5454;23/09/2014 0:00;46;280;4;;;;
5455;29/01/2015 0:00;50;166;4;;;;
5456;15/05/2014 0:00;58;322;4;;;;
5457;26/04/2013 0:00;31;475;4;;;;
5458;29/08/2016 0:00;40;354;4;;;;
5459;23/09/2014 0:00;20;529;4;;;;
5460;29/10/2015 0:00;40;247;4;;;;
5461;29/10/2015 0:00;45;264;4;;;;
5462;29/08/2016 0:00;28;377;4;;;;
5463;29/01/2015 0:00;25;508;4;;;;
5464;29/01/2015 0:00;26;530;4;;;;
5465;29/01/2015 0:00;24;408;4;;;;
5466;29/08/2016 0:00;61;573;4;;;;
5467;08/04/2016 0:00;26;229;4;;;;
5468;08/04/2016 0:00;28;535;4;;;;
5469;29/08/2016 0:00;20;393;4;;;;
5470;29/08/2016 0:00;41;250;4;;;;
5471;29/08/2016 0:00;37;462;4;;;;
5472;08/04/2016 0:00;42;518;4;;;;
5473;29/08/2016 0:00;20;180;4;;;;
5474;29/05/2014 0:00;68;1044;4;;;;
5475;25/01/2013 0:00;23;636;4;;;;
5476;29/05/2014 0:00;33;591;4;;;;
5477;30/05/2013 0:00;24;1010;4;;;;
5478;30/05/2013 0:00;46;820;4;;;;
5479;29/05/2014 0:00;62;673;4;;;;
5480;30/05/2013 0:00;31;1032;4;;;;
5481;29/05/2014 0:00;44;699;4;;;;
5482;29/05/2014 0:00;48;1075;4;;;;
5483;30/05/2013 0:00;21;835;4;;;;
5484;29/05/2014 0:00;27;611;4;;;;
5485;29/05/2014 0:00;31;759;4;;;;
5486;29/05/2014 0:00;30;677;4;;;;
5487;31/07/2015 0:00;44;759;4;;;;
5488;27/05/2013 0:00;22;387;4;;;;
5489;30/09/2013 0:00;35;308;4;;;;
5490;25/01/2013 0:00;53;231;4;;;;
5491;30/09/2013 0:00;43;417;4;;;;
5492;25/01/2013 0:00;20;575;4;;;;
5493;30/09/2013 0:00;49;463;4;;;;
5494;25/01/2013 0:00;25;415;4;;;;
5495;25/01/2013 0:00;31;343;4;;;;
5496;05/02/2014 0:00;42;218;4;;;;
5497;30/09/2013 0:00;38;303;4;;;;
